Date,Latitude,Longitude,Depth_km,Magnitude_ML,Location,Nearest_Fault,Fault_Length_km,Fault_Width_m,Fault_Depth_m,Fault_Type,Length_km,Seismogenic_Depth_km,Slip_Rate_mm_per_yr,Max_Surface_Slip_m,Recurrence_Interval_yr,Last_Event_Year,Last_Event_Mw,Elapsed_Time_yr,Slip_Deficit_m,Normalized_Slip_m_per_km,Moment_Potential_Nm,Mw_Potential
2012-04-27,40.4585,30.3123,5.25,2.3,Geyve (Sakarya),Kuzey Anadolu Fay Zonu,30,4,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-27,40.2212,27.0538,7,2.5,Biga (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2012-04-27,40.3028,27.7092,6.77,2.3,Bandırma (Balıkesir),Manyas Fay Zonu,26,5,3,normal (listric),38,12,0.8,0.5,600,1964,6.8,61,0.0488,0.01315789474,6.68E+17,1.183003946
2012-04-27,39.6248,28.667,8.55,2.2,Dursunbey (Balıkesir),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-26,40.5855,30.3188,6.93,2,Geyve (Sakarya),Kuzey Anadolu Fay Zonu,30,4,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-26,40.1618,27.521,7.18,2.6,Gönen (Balıkesir),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-26,39.6808,27.2182,6.98,2.4,Havran (Balıkesir),Yenice-Gönen Fay Zonu,8,2,3,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-26,39.6785,29.4775,7.01,2.4,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-26,39.555,28.8332,6.99,2.5,Dursunbey (Balıkesir),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-26,40.2875,27.2532,6.95,2.5,Biga (Çanakkale),Bekten Fayı,8,4,2,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2012-04-26,40.8032,27.9908,6.82,2.8,Marmara Denizi - [18.28 km] Marmaraereğlisi (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,2,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2012-04-25,39.9367,27.2015,7.08,2.3,Yenice (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2012-04-25,39.6358,29.5115,7,2.3,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-25,40.8657,28.3588,7,2.2,Marmara Denizi - [19.71 km] Büyükçekmece (İstanbul),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-24,40.488,29.216,9.81,2.9,Gemlik (Bursa),Kuzey Anadolu Fay Zonu,25,2,3.7,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-24,39.6223,28.6857,7.41,2.8,Dursunbey (Balıkesir),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-24,39.5952,29.7917,7.02,2.1,Merkez (Kütahya),Eskişehir Fay Zonu,50,1,3,left-lateral mixed,300,14,4.5,3,600,1956,6.4,69,0.3105,0.01,3.91E+19,2.361621433
2012-04-24,40.5962,29.2175,7.15,2.5,Merkez (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-24,40.604,29.2347,11.55,2.8,Merkez (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-23,40.7587,27.2943,10.27,2.9,Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,3,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2012-04-23,40.827,28.5503,7.78,2.8,Marmara Denizi - [17.42 km] Beylikdüzü (İstanbul),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-23,40.0508,27.4733,7,2,Gönen (Balıkesir),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-23,39.6773,29.4442,7.01,2.3,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-22,39.6732,30.0712,6.93,2.3,İnönü (Eskişehir),Eskişehir Fay Zonu,50,1,3,left-lateral mixed,300,14,4.5,3,600,1956,6.4,69,0.3105,0.01,3.91E+19,2.361621433
2012-04-22,39.5965,29.5375,6.97,2.5,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-22,40.8052,28.2092,7,2.6,Marmara Denizi - [27.69 km] Marmaraereğlisi (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,2,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2012-04-22,39.9797,27.6853,7.75,2.3,Gönen (Balıkesir),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-21,39.8402,27.5517,7,2.3,Balya (Balıkesir),Yenice-Gönen Fay Zonu,10,3.5,3,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-21,40.1567,29.1153,11.75,2.3,Yıldırım (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,7,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2012-04-21,40.5802,30.3557,7.11,2.5,Geyve (Sakarya),Kuzey Anadolu Fay Zonu,30,4,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-21,39.8417,27.5945,12.43,3.6,Balya (Balıkesir),Havran-Balıkesir Fayı,19,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2012-04-21,39.9772,27.6947,6.89,2.6,Gönen (Balıkesir),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-20,40.0965,27.6757,7.01,2,Gönen (Balıkesir),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-20,40.7677,27.6673,7.01,2.3,Marmara Denizi - [12.78 km] Marmara (Balıkesir),Kuzey Anadolu Fay Zonu Ganos Fayı,26,5,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2012-04-20,40.6018,30.2972,6.37,2.3,Geyve (Sakarya),Kuzey Anadolu Fay Zonu,30,4,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-20,40.0313,27.4548,7.03,2.5,Yenice (Çanakkale),Yenice-Gönen Fay Zonu,10,3,3,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-20,40.0693,27.5838,11.78,2.7,Gönen (Balıkesir),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-20,39.5058,26.204,8.4,3.3,Ayvacık (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-19,40.0068,28.071,6.81,2.3,Manyas (Balıkesir),Manyas Fay Zonu,15,4,2,normal (listric),38,12,0.8,0.5,600,1964,6.8,61,0.0488,0.01315789474,6.68E+17,1.183003946
2012-04-19,39.6688,29.3938,7.01,2.3,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-19,39.6123,26.1123,6.88,2.7,Ege Denizi - [06.36 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-17,40.2648,29.9603,7,2.2,Merkez (Bilecik),Kuzey Anadolu Fay Zonu,16,1.5,2.5,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-17,40.9457,26.1187,6.74,2.9,"Evros, Anatoliki Makedonia kai Thraki (Yunanistan) - [19.22 km] İpsala (Edirne)",Kuzey Anadolu Fay Zonu,11,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-16,40.773,30.2892,7,2.3,Serdivan (Sakarya),Kuzey Anadolu Fay Zonu,30,4,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-16,39.8157,28.9883,7.01,2.7,Orhaneli (Bursa),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-16,39.6498,29.475,7.16,2.3,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-16,39.8202,26.2615,7,2.1,Ezine (Çanakkale),Troya Fayı,48,8,5.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-15,40.4175,27.3897,6.95,2.4,Marmara Denizi - [06.07 km] Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,20,3,2.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2012-04-14,40.3533,27.1727,25.01,3.3,Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,8,4,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2012-04-14,39.7593,27.2207,7,2.4,Yenice (Çanakkale),Yenice-Gönen Fay Zonu,8,2,3,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-14,40.1133,27.1492,7,2.1,Biga (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2012-04-14,39.7377,28.579,24.11,2.2,Dursunbey (Balıkesir),Mustafakemalpaşa Fayı,20,4,2.3,strike-slip + minor normal,47.5,13.33333333,2.5,1.433333333,750,1650,7,375,0.9375,0.0301754386,1.78E+19,2.133816585
2012-04-13,39.889,28.6583,13.35,3.2,Mustafakemalpaşa (Bursa),Mustafakemalpaşa Fayı,20,4,2.3,strike-slip + minor normal,47.5,13.33333333,2.5,1.433333333,750,1650,7,375,0.9375,0.0301754386,1.78E+19,2.133816585
2012-04-13,39.6277,29.4328,7,2.5,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-13,39.6538,28.9042,7.01,2.6,Büyükorhan (Bursa),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-13,39.6207,29.4048,7,2.3,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-13,41.0283,30.4898,6.99,2.2,Ferizli (Sakarya),Kuzey Anadolu Fay Zonu,15,2.7,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-13,40.3593,27.8497,7.07,2.7,Marmara Denizi - Erdek Körfezi - [02.23 km] Bandırma (Balıkesir),Manyas Fay Zonu,26,5,3,normal (listric),38,12,0.8,0.5,600,1964,6.8,61,0.0488,0.01315789474,6.68E+17,1.183003946
2012-04-13,40.9,30.412,6.97,2.2,Söğütlü (Sakarya),Kuzey Anadolu Fay Zonu,25,3,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-13,40.085,26.956,6.98,2.2,Çan (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2012-04-13,39.8022,26.0108,16.95,2.7,Ege Denizi - [05.45 km] Bozcaada (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-12,40.7055,27.3893,6.82,2.1,Marmara Denizi - [06.50 km] Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,3,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2012-04-12,40.0682,27.1918,7,2,Çan (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2012-04-12,39.7942,28.5465,8,2.3,Mustafakemalpaşa (Bursa),Mustafakemalpaşa Fayı,20,4,2.3,strike-slip + minor normal,47.5,13.33333333,2.5,1.433333333,750,1650,7,375,0.9375,0.0301754386,1.78E+19,2.133816585
2012-04-12,39.8402,30.0407,5,2.6,Bozüyük (Bilecik),Eskişehir Fay Zonu,30,1,4,left-lateral mixed,300,14,4.5,3,600,1956,6.4,69,0.3105,0.01,3.91E+19,2.361621433
2012-04-12,39.8628,30.0617,5,2,Bozüyük (Bilecik),Eskişehir Fay Zonu,30,1,4,left-lateral mixed,300,14,4.5,3,600,1956,6.4,69,0.3105,0.01,3.91E+19,2.361621433
2012-04-12,39.998,26.216,9.36,2.3,Merkez (Çanakkale),Troya Fayı,11,3,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-11,40.0025,29.0772,6.94,2.5,Osmangazi (Bursa),Orhaneli Fayı,15,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-11,40.8293,30.1585,7,2.1,İzmit (Kocaeli),Kuzey Anadolu Fay Zonu,21,4,2.5,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-11,39.6362,26.1252,5.84,2.9,Ege Denizi - [05.04 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-11,40.4195,27.5045,7.02,2.1,Marmara Denizi - Erdek Körfezi - [08.92 km] Marmara (Balıkesir),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-11,39.503,28.0448,7,2.1,Bigadiç (Balıkesir),Havran-Balıkesir Fayı,8,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2012-04-11,39.5003,27.9643,7,2.1,Altıeylül (Balıkesir),Havran-Balıkesir Fayı,8,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2012-04-10,39.9153,30.0323,7.21,2.2,Bozüyük (Bilecik),Eskişehir Fay Zonu,30,1,4,left-lateral mixed,300,14,4.5,3,600,1956,6.4,69,0.3105,0.01,3.91E+19,2.361621433
2012-04-10,39.6028,30.1,7,2.3,Merkez (Kütahya),Eskişehir Fay Zonu,50,1,3,left-lateral mixed,300,14,4.5,3,600,1956,6.4,69,0.3105,0.01,3.91E+19,2.361621433
2012-04-10,39.5625,29.4287,7.12,2.2,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-10,39.5735,27.0558,6.96,2.8,Edremit (Balıkesir),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-09,39.5997,28.8792,7,2.6,Dursunbey (Balıkesir),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-09,40.1807,29.9595,7,2.3,Merkez (Bilecik),Kuzey Anadolu Fay Zonu,14,1,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-09,39.7622,29.695,6.96,2.5,Domaniç (Kütahya),Eskişehir Fay Zonu,30,1,3,left-lateral mixed,300,14,4.5,3,600,1956,6.4,69,0.3105,0.01,3.91E+19,2.361621433
2012-04-08,39.8415,26.1918,7.29,2.2,Ezine (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-08,39.586,26.0162,6.44,3.1,Ege Denizi - [10.60 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-08,39.672,26.126,6.37,2.7,Ege Denizi - [06.03 km] Ezine (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-07,40.1242,27.8495,6.83,2.3,Manyas (Balıkesir),Manyas Fay Zonu,26,5,3,normal (listric),38,12,0.8,0.5,600,1964,6.8,61,0.0488,0.01315789474,6.68E+17,1.183003946
2012-04-07,40.012,29.0843,7.43,3,Osmangazi (Bursa),Orhaneli Fayı,15,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-07,39.9845,27.3295,7,2.4,Yenice (Çanakkale),Yenice-Gönen Fay Zonu,10,5,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-07,39.6702,29.4822,7,2.5,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-06,40.049,29.0465,22.46,3.3,Osmangazi (Bursa),Orhaneli Fayı,15,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-06,39.6007,26.0705,6,2.4,Ege Denizi - [08.53 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-06,40.7283,27.6158,7.19,2.4,Marmara Denizi - [09.10 km] Marmara (Balıkesir),Kuzey Anadolu Fay Zonu Ganos Fayı,26,5,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2012-04-06,40.1607,27.4013,7,2.1,Gönen (Balıkesir),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2012-04-05,39.6643,26.219,6.74,2.1,Ezine (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-05,40.7492,27.4162,7.02,2.1,Marmara Denizi - [06.95 km] Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,3,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2012-04-05,40.4102,26.3153,6.81,2.4,Ege Denizi - Saros Körfezi - [09.51 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-05,39.5512,28.8745,7,2.3,Dursunbey (Balıkesir),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-04,40.6898,29.2128,7,2.2,Marmara Denizi - [05.11 km] Merkez (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-04,40.2482,26.0613,6.52,2.6,Ege Denizi - [10.16 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-04,40.4898,29.2272,7,2.2,Gemlik (Bursa),Kuzey Anadolu Fay Zonu,25,2,3.7,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-03,39.6913,26.3052,6.95,3,Ezine (Çanakkale),Troya Fayı,48,8,5.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-03,40.3865,26.3985,6.97,2.9,Gelibolu (Çanakkale),Kuzey Anadolu Fay Zonu,10,2,2,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-03,39.847,27.746,7,2.2,Balya (Balıkesir),Havran-Balıkesir Fayı,19,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2012-04-03,40.3757,26.33,6.85,2.7,Ege Denizi - Saros Körfezi - [05.49 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-03,39.6002,29.4727,6.96,2.8,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-03,39.6423,29.4202,7.02,2.7,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-02,39.5543,28.8675,5.07,2.9,Dursunbey (Balıkesir),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-02,39.6092,28.9415,7,2.2,Dursunbey (Balıkesir),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-02,40.3945,27.8757,6.97,2.3,Erdek (Balıkesir),Manyas Fay Zonu,15,5,2,normal (listric),38,12,0.8,0.5,600,1964,6.8,61,0.0488,0.01315789474,6.68E+17,1.183003946
2012-04-02,40.863,30.3558,7,2,Adapazarı (Sakarya),Kuzey Anadolu Fay Zonu,30,4,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2012-04-02,39.64,29.4373,6.99,2.6,Tavşanlı (Kütahya),Orhaneli Fayı,12,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2012-04-02,39.9402,26.0758,7.1,2.2,Ege Denizi - [07.61 km] Ezine (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-04-01,40.0692,28.4063,7,2.3,Mustafakemalpaşa (Bursa),Mustafakemalpaşa Fayı,50,4,2.6,strike-slip + minor normal,47.5,13.33333333,2.5,1.433333333,750,1650,7,375,0.9375,0.0301754386,1.78E+19,2.133816585
2012-04-01,39.8247,26.186,6.92,2.4,Ezine (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2012-03-31,40.392,28.4873,5.97,2.6,Karacabey (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,16,4,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2012-03-31,40.7617,28.0028,7.03,2.8,Marmara Denizi - [22.99 km] Marmaraereğlisi (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,2,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
