Date,Latitude,Longitude,Depth_km,Magnitude_ML,Location,Nearest_Fault,Fault_Length_km,Fault_Width_m,Fault_Depth_m,Fault_Type,Length_km,Seismogenic_Depth_km,Slip_Rate_mm_per_yr,Max_Surface_Slip_m,Recurrence_Interval_yr,Last_Event_Year,Last_Event_Mw,Elapsed_Time_yr,Slip_Deficit_m,Normalized_Slip_m_per_km,Moment_Potential_Nm,Mw_Potential
2019-02-19,40.3791,27.1616,6.39,2.1,Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,8,4,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-02-19,40.378,27.153,7.41,3.9,Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,25,4,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-02-18,39.6853,27.9813,11.11,2.6,Altıeylül (Balıkesir),Havran-Balıkesir Fayı,8,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2019-02-18,40.3816,27.1466,6.87,2.3,Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,25,4,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-02-16,39.6435,26.4291,7,2,Ayvacık (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-02-16,40.3795,27.1741,8.15,2.4,Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,8,4,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-02-16,40.3553,27.1163,6.04,2.1,Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,25,4,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-02-15,40.7666,27.947,7,2.2,Marmara Denizi - [22.16 km] Marmaraereğlisi (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-02-15,40.3145,27.1115,6.68,2,Biga (Çanakkale),Kuzey Anadolu Fay Zonu,25,4,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-02-15,40.7771,27.9423,7,2.2,Marmara Denizi - [21.02 km] Marmaraereğlisi (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-02-15,40.7806,27.8756,6.98,2.4,Marmara Denizi - [21.56 km] Marmaraereğlisi (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-02-15,40.7778,27.9013,10.14,3.8,Marmara Denizi - [21.44 km] Marmaraereğlisi (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-02-14,40.3666,27.1243,7.5,2.7,Biga (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,25,4,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-02-13,40.295,29.4863,7.01,2,Yenişehir (Bursa),Kuzey Anadolu Fay Zonu,14,1.5,2,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-02-12,40.6645,27.4091,7.02,2.6,Marmara Denizi - [09.74 km] Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,3,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-02-10,40.5881,28.9815,14.59,2.1,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-02-08,40.0258,29.0498,6.98,2.7,Orhaneli (Bursa),Orhaneli Fayı,15,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2019-02-08,39.5286,26.2961,6.64,2.2,Ayvacık (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-02-06,40.8205,27.878,7,3,Marmara Denizi - [17.20 km] Marmaraereğlisi (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-02-05,39.5478,27.8378,6.99,2.2,Altıeylül (Balıkesir),Havran-Balıkesir Fayı,8,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2019-01-30,39.5411,26.2033,7,2.1,Ayvacık (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-01-29,39.5135,26.2773,6.49,2,Ayvacık (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-01-29,39.5521,26.2215,7,2,Ayvacık (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-01-25,39.586,28.1016,6.97,2.9,Altıeylül (Balıkesir),Havran-Balıkesir Fayı,8,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2019-01-23,40.7361,27.9525,6.93,2,Marmara Denizi - [24.66 km] Marmara (Balıkesir),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-01-22,40.3375,28.297,12.54,2.7,Karacabey (Bursa),Mustafakemalpaşa Fayı,50,4,2.6,strike-slip + minor normal,47.5,13.33333333,2.5,1.433333333,750,1650,7,375,0.9375,0.0301754386,1.78E+19,2.133816585
2019-01-21,40.4226,28.089,16.93,2.3,Marmara Denizi - Bandırma Körfezi - [04.43 km] Bandırma (Balıkesir),Manyas Fay Zonu,15,4,2,normal (listric),38,12,0.8,0.5,600,1964,6.8,61,0.0488,0.01315789474,6.68E+17,1.183003946
2019-01-18,40.7416,28.9996,12.48,2,Marmara Denizi - [12.53 km] Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-01-18,40.6875,27.493,9.64,2.7,Marmara Denizi - [08.91 km] Marmara (Balıkesir),Kuzey Anadolu Fay Zonu Ganos Fayı,15,3,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-01-11,40.432,28.3431,10.36,2.8,Marmara Denizi - [06.42 km] Karacabey (Bursa),Mustafakemalpaşa Fayı,50,4,2.6,strike-slip + minor normal,47.5,13.33333333,2.5,1.433333333,750,1650,7,375,0.9375,0.0301754386,1.78E+19,2.133816585
2019-01-11,40.2478,28.8505,8.08,3.8,Nilüfer (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,7,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2019-01-11,40.6036,28.9561,13.07,2.2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-01-10,40.3771,27.3888,13.5,2.2,Marmara Denizi - Erdek Körfezi - [06.95 km] Biga (Çanakkale),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2019-01-09,40.5885,28.9621,11.39,2.3,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-01-08,40.3713,27.394,6.86,2.3,Marmara Denizi - Erdek Körfezi - [06.96 km] Biga (Çanakkale),Yenice-Gönen Fay Zonu,20,3,2.5,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2019-01-06,40.1025,29.283,5.38,2.2,Kestel (Bursa),Kuzey Anadolu Fay Zonu,13,4,3.5,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-01-05,40.6986,27.35,5.49,2,Marmara Denizi - [03.51 km] Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,3,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-01-05,40.779,27.4175,6.87,2.1,Marmara Denizi - [04.90 km] Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2019-01-05,40.4233,28.3578,6.33,3.9,Marmara Denizi - [05.66 km] Karacabey (Bursa),Mustafakemalpaşa Fayı,50,4,2.6,strike-slip + minor normal,47.5,13.33333333,2.5,1.433333333,750,1650,7,375,0.9375,0.0301754386,1.78E+19,2.133816585
2019-01-04,39.6005,26.0545,3.5,2,Ege Denizi - [09.27 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2019-01-04,41.07,28.6701,7.12,2.1,Başakşehir (İstanbul),Kuzey Anadolu Fay Zonu,30,2.7,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-01-04,40.593,28.9775,6.99,2.7,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-01-04,40.572,28.947,6.21,2.1,Armutlu (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-01-03,39.518,26.1823,9.17,3.5,Ayvacık (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2019-01-03,40.2586,27.2628,7,2.5,Biga (Çanakkale),Bekten Fayı,8,4,2,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2019-01-03,39.8196,30.4941,8.41,2,Tepebaşı (Eskişehir),Eskişehir Fay Zonu,50,1,2.5,left-lateral mixed,300,14,4.5,3,600,1956,6.4,69,0.3105,0.01,3.91E+19,2.361621433
2019-01-01,39.5876,26.0188,11.96,2.5,Ege Denizi - [10.51 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-31,39.5671,26.0713,11.75,2.7,Ege Denizi - [05.55 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-31,39.6003,26.0335,9.63,2.6,Ege Denizi - [10.44 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-29,40.3911,26.0935,6.99,2.3,Ege Denizi - [21.39 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-29,40.3976,26.0951,12.05,3.8,Ege Denizi - [21.59 km] Eceabat (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-29,40.3751,26.0925,5.44,2.4,Ege Denizi - [20.72 km] Gökçeada (Çanakkale),Troya Fayı,11,2,3,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-28,39.5248,26.1985,7.78,3.8,Ayvacık (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-25,39.9818,27.4328,7.41,2,Yenice (Çanakkale),Yenice-Gönen Fay Zonu,10,3,3,strike-slip,47.5,11,2.433333333,4.3,250,1953,7.4,72,0.1752,0.09052631579,2.75E+18,1.592494434
2018-12-25,40.585,29.0231,14.28,2.1,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-25,40.7186,27.4023,7.04,2.3,Marmara Denizi - [06.61 km] Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,3,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2018-12-24,40.5841,28.9565,8.29,2.2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-24,40.5821,28.9533,6.99,2.5,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-24,40.103,29.2498,9.39,3,Kestel (Bursa),Orhaneli Fayı,15,4,3,strike-slip + thrust,30,13.33333333,2.5,1.433333333,700,1855,6.9,170,0.425,0.04777777778,5.10E+18,1.771713451
2018-12-23,40.5756,28.9371,7,2.8,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-22,39.5545,26.1285,7.97,2.3,Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-21,40.5928,28.9601,12.2,2.2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-21,39.5555,26.0885,8.87,2,Ege Denizi - [03.59 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-20,40.5763,28.9651,7.01,2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-20,40.5903,28.994,15.33,2.7,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-20,40.604,28.9663,6.99,2.1,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-20,40.6033,28.954,12.54,2.5,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-20,40.5998,28.9915,13.16,2.3,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-20,40.6063,28.965,6.98,2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-20,40.5946,28.9711,7.07,2.2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-20,40.5938,28.9716,12.47,4.5,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-19,40.783,27.4973,18.26,2.8,Marmara Denizi - [09.64 km] Süleymanpaşa (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2018-12-18,40.1698,29.0536,10.74,3.3,Osmangazi (Bursa),Kuzey Anadolu Fay Zonu Ulubat Fayı,7,2,3,strike-slip + minor vertical,50,15,3.5,3,650,1855,7,170,0.595,0.06,1.34E+19,2.051132989
2018-12-17,39.5166,26.1676,8.26,4,Ayvacık (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-16,40.589,28.9686,7,2.4,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-16,40.7361,27.4763,7.02,2.2,Marmara Denizi - [11.65 km] Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2018-12-16,40.7448,27.4533,7.04,2.3,Marmara Denizi - [09.52 km] Şarköy (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2018-12-15,40.3635,28.9876,11.36,3.8,Marmara Denizi - Gemlik Körfezi - [01.68 km] Mudanya (Bursa),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-11,39.7263,27.7831,10.95,2.1,Karesi (Balıkesir),Havran-Balıkesir Fayı,19,3.5,3.5,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2018-12-10,40.6846,30.3033,7.04,2.2,Sapanca (Sakarya),Kuzey Anadolu Fay Zonu,30,4,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-10,39.5666,26.0243,8.28,2.1,Ege Denizi - [08.96 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-10,39.6018,26.4373,6.77,2.1,Ayvacık (Çanakkale),Kuzey Anadolu Fay Zonu,27,4,4,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-09,40.5976,28.9583,10.81,2.2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-09,40.6103,28.9393,7,2.9,Marmara Denizi - [01.56 km] Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-09,40.6595,27.8361,6.68,3,Marmara Denizi - [11.95 km] Marmara (Balıkesir),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,2,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2018-12-05,39.5691,26.095,5.7,2,Ege Denizi - [04.44 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-05,39.5588,26.0845,8.15,2.5,Ege Denizi - [04.09 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-05,39.5548,26.1045,8.63,2.5,Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-05,39.5566,26.0721,9.81,3.1,Ege Denizi - [04.80 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-12-04,40.6468,26.9448,12.43,3.5,Gelibolu (Çanakkale),Kuzey Anadolu Fay Zonu Ganos Fayı,25,4,3,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2018-12-04,40.6628,27.486,7,2,Marmara Denizi - [06.94 km] Marmara (Balıkesir),Kuzey Anadolu Fay Zonu Ganos Fayı,15,3,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2018-12-01,40.59,28.9491,13.73,3.5,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-12-01,39.7066,27.6151,14.97,2,Balya (Balıkesir),Havran-Balıkesir Fayı,10,15,10,strike-slip + transpression,75,13.33333333,2.5,1.433333333,600,1898,6.9,127,0.3175,0.01911111111,9.53E+18,1.952576656
2018-11-30,40.5901,29.0116,7.01,2.1,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-11-30,40.5953,28.9703,15.34,3.4,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-11-30,40.5998,28.9696,13.48,3.7,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-11-30,40.6123,28.9591,7.01,2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-11-30,40.5753,28.9963,6.82,2.5,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-11-30,40.5985,28.9615,6.95,2.3,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-11-30,40.6025,28.9493,14.28,4.1,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-11-26,40.5995,28.9756,7,2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-11-26,40.5978,28.9476,13,2.2,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-11-25,40.2013,27.0108,6.98,3,Biga (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2018-11-23,40.0731,27.0656,7.05,2.2,Çan (Çanakkale),Bekten Fayı,32,5,3.5,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
2018-11-22,39.5763,26.0173,11.76,2.2,Ege Denizi - [09.97 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-11-22,39.6011,26.0885,7.38,2.3,Ege Denizi - [07.80 km] Ayvacık (Çanakkale),Troya Fayı,6,2,4.5,oblique / uncertain,35,13,1.5,0.8,566.6666667,1910.333333,7.2,114.6666667,0.172,0.02285714286,2.35E+18,1.547107399
2018-11-22,40.6071,29.0661,10.25,2.3,Çınarcık (Yalova),Kuzey Anadolu Fay Zonu,10,2,3,strike-slip,1200,15,7.5,5,550,1999,7.4,26,0.195,0.004166666667,1.05E+20,2.648285581
2018-11-20,39.8325,30.3218,6.98,2.1,Tepebaşı (Eskişehir),Eskişehir Fay Zonu,30,1,2.5,left-lateral mixed,300,14,4.5,3,600,1956,6.4,69,0.3105,0.01,3.91E+19,2.361621433
2018-11-20,40.416,27.626,7,2.3,Marmara Denizi - Erdek Körfezi - [05.17 km] Erdek (Balıkesir),Manyas Fay Zonu,26,5,3,normal (listric),38,12,0.8,0.5,600,1964,6.8,61,0.0488,0.01315789474,6.68E+17,1.183003946
2018-11-17,40.7735,27.4606,6,2.6,Marmara Denizi - [07.84 km] Süleymanpaşa (Tekirdağ),Kuzey Anadolu Fay Zonu Ganos Fayı,15,5,1.5,strike-slip,47.5,15,5,5.5,400,1912,7.4,113,0.565,0.1157894737,1.21E+19,2.021303047
2018-11-16,40.3058,27.0983,6.71,2.5,Biga (Çanakkale),Bekten Fayı,8,4,2,strike-slip + minor thrust,20,14.33333333,3.333333333,3.1,450,1650,7.1,375,1.25,0.155,1.08E+19,1.987605643
